Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
Samsung QN75LS03AA 75” The Frame QLED UHD 4K Smart TV QN75LS03AAFXZA (2021),1829,73 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.87277E+11,Samsung,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,75 in,2160p (4K),Black,Samsung The Frame LS03A,2021,"QN75LS03A, QN75LS03AAFXZA","UpScaling to 4K, Wi-Fi Enabled, Local Dimming, Wall Mountable, HDR TV, RS-232C","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*NEW* ONN 43"" Class 4K UHD (2160P) LED Roku Smart TV HDR (100012584)",240, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,ONN,"Closed Captioning (CC), Downloadable Apps, Internet Browsing, Netflix, Roku TV",,LED,43 in,2160p (4K),Black,100012584,,100012584,HDR TV,HDMI,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net'flix HDMI ULTRA HD 4K SAMSUNG LG Smart QLED ,6.95,56 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Home Automation Control, Home Network Streaming, Internet Streaming Interface, Netflix",DVB-C,QLED,55in,4K,Red,Samsung Q80T,2013,k80t,"2 Port USB Hub, 3D Glasses Included, Ambient Light","Audio-In Jack (3.5mm), Bluetooth, HDMI, SCART, S-Video, USB",1 Month,2 Stars,,,,Yes,Active 3D Technology,,,,,,,,,,,,A+ - G,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net'flix HDMI ULTRA HD 4K SAMSUNG LG Smart QLED,6.85, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Samsung,Netflix,,QLED,55 in,2160p (4K),,SAMSUNG LG Smart QLED,2013,,,HDMI,1 Month,,,,,,,,,,,,,,,,,,A - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisense 40-Inch 40H5500F Class H55 Series Android Smart TV with Voice Remote,300, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Hisense,Android TV,,LED,40 in,1080p (FHD),,Hisense 40H5500F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7"" HD Smart LCD TV Mini LED Music Television Player Audio Subwoofer HDMI USB",99.54,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Unbranded,,,LCD,,1080p (FHD),,1080P,,Does Not Apply,Wall Mountable,HDMI,,,,,,,,,,,,,,,800*480,,,,,,,,,US Plug,Metal,PAL/SECAM/NTSC,100-240V,2 * 32mm round speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hisense 32"" Class 720P HD LED Roku Smart TV 32H4030F1 With Remote",174.99,Last item available,"['Great tv. Easy to program &amp; operate. I can also stream my favorite music on it too. Very convenient. I am very satisfied. ', 'Awesome tv great picture quality...high volume speakers so far so good ', ""I got this TV because I have one like it in another room. It's easy to use, it was a no fuss set up and I recommend it to be a great TV for bedrooms, or any room."", 'My Daughter loves her tv. Thank you very much ', 'Came as advertised no damage', 'It’s a great product makes the tv stand out.     Thank you', 'Grasias porel arriculo de muy buena calidada']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.1913E+11,Hisense,"Netflix, Internet Streaming Interface, Android TV, Downloadable Apps, Home Network Streaming, Internet Browsing",ATSC,LED,32 in,720p,Black,32H4030F1,Dec-19,32H4030F1,12V/240V TV,"Digital Audio Optical TOSLINK, USB, Coaxial F, HDMI",,A+++,,,,,,,Hisense,28.70 x 6.70 x 18.40 Inches,32H4030F1,"HDMI, USB, Optical",VUDU; Netflix; Youtube; Showtime; Starz; Google Play; Sling; Hulu,Y,720p,19 lb,,Flat,,H4 Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 55S431 58"" Class 4-series 4k UHD HDR Roku Smart TV",489.99,9 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,TCL,Android TV,ATSC,LED,58 in,4K UHD,Black,55S431,,55S431,"12V/240V TV, HDR TV","Coaxial F, HDMI, USB",,,,,,,"2D to 3D Conversion, 3D to 2D Conversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW Insignia 24” Class F20 Series Smart HD 720p Amazon Fire TV, 2020 Model",,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,6.00603E+11,Insignia,Downloadable Apps,ATSC,LED,24 in,720p (HD),Black,NS-24DF310NA21,2020,NS24DF310NA21,"Anti-Glare, Flat Screen, Wi-Fi Ready, 60Hz panel refresh rate, 3 HDMI Inputs, Voice Remote, smart TV, 1 USB port, Headphone Jack, Dolby sound, Alexa","USB, HDMI",1 Year,A+,,,,No,No,6.00603E+11,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG SMART LED TV 32"" CLASS (31.5"") Latest Canada Model",599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ","SMART LED TV 32""",8.87276E+11,Samsung,"SMART LED TV 32""","SMART LED TV 32""",LED,32 in,"SMART LED TV 32""","SMART LED TV 32""",UN32M4500,,5891532,"SMART LED TV 32""","SMART LED TV 32""",1 Month,,,,,No,"SMART LED TV 32""",,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung T5500 108cm (43 Inch) Full HD LED Smart TV ,1249,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Samsung,Full HD Smart LED TV,,LED,43 in,‎1920 x 1080 pixels,Black,Samsung T5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG SMART 4K TV 43"" CLASS (42.5""), Latest Canada Model",999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",SMART 4K TV,8.87276E+11,Samsung,SMART 4K TV,SMART 4K TV,SMART 4K TV,43 in,SMART 4K TV,SMART 4K TV,UN43TU7000,,5107043,SMART 4K TV,SMART 4K TV,1 Month,,,,,No,SMART 4K TV,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-Inch Class SAMSUNG TV LED Smart 4K Crystal HDR UHD TU7000 - SEALED,549,13 watchers,"['The images on the screen are even more clear than what we had with our previous tv. I respect Samsung after having a 42"" tv lasted us 15 years, and will still function visually, just not audio. This tv doesn\'t have 10-20 red/white/yellow holes for audio/video games which was very nice to not have to deal with when setting it up. It\'s much lighter than our previous tv also. This was definitely a smart purchase. I\'ve also had Samsung cell phones, and they are always reliable.', ""I have gotten vizio and LG tvs before and I can say without a doubt that samsung tvs have the best user interface. Also if you have spectrum tv, samsung is the only brand I know of that will let you download the spectrum tv app... LG may have better image quality, but it doesn't matter if the user interface doesn't reflect their image quality. I would pick samsung tvs over any other brand. "", ""It is easy to lift , easy to set up and the picture quality blew me away the sound is of great quality also. I believe I'm going to be very happy with this purchase"", 'Name Brand , Works soo well , It is Smart , Arrived on Time , Great Price , Happy as can be , do not wait , Buy one . ', 'It is a nice TV but you have to sign your privacy away by agreeing to two different agreements which state they are going to monitor your usage and sell the information to advertisers.  Also, you cannot install any apps like Amazon Prime without creating an account at the samsung website which ties your information to your email address.  Very Frustrating.', 'Excellent picture. Easy to set up. Remote control is easy to use.', 'I am very happy with the Samsung TV great picture quality no complaints, thanks ', ""High quality picture and sound, pretty lightweight and easy to use, for what you get at this price...it's steal. Highly recommended.👍👍👍"", 'This TV is very good. Picture quality and sound is excellent. Price is not bad either. ', 'Great TV, easy to set up']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,7.05353E+11,Samsung,"Internet Streaming Interface, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,50 in,2160p (4K),Gray,Samsung TU7000,2020,UN50TU7000FXZA,"Wi-Fi Enabled, Wall Mountable","Coaxial F, HDMI, USB 2.0",,,Smart TV,,,,,3.13105E+11,Samsung,44.00 x 9.80 x 28.10 Inches,UN50TU7000FXZA,2 x HDMI; 1 x USB (2.0); 1 x Composite In (AV); 1 x Digital Audio,"Netflix, HBO NOW, Hulu, CBS, VUDU, Google Play Movies & TV, YouTu",Y,4K UHD,25.6 lbs,Does not apply,Flat,,7 Series,,,,,,,,,9.8,44,28.1,For Sony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net'flix HDMI ULTRA HD 4K SAMSUNG LG Smart QLED,20, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Samsung,Netflix,,QLED,55 in,2160p (4K),,SAMSUNG LG Smart QLED,2013,,,HDMI,3 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG OLED65C1 65 inch Class 4K Smart OLED TV w/AI ThinQ  OLED65C1PUB,1599,119 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,LG,"Downloadable Apps, Home Automation Control, Home Network Streaming, Internet Browsing, Internet Streaming Interface, Netflix, Opera TV, Screen Mirroring, Video Calling, Voice Interaction",,OLED,65 in,2160p (4K),,OLED65C1PUB,,,"Built-in Speakers, Flat Screen, Game Mode, HDR TV, HDTV Enabled, Mirror TV, Remote Control Included, Sleep Timer, Sports Mode, UpScaling to 4K, Virtual Surround, Wall Mountable, Wallpaper TV, Wide View Angle, Widescreen (16:9), Wi-Fi Ready, Wi-Fi Enabled","DisplayPort, HDMI, TV Anetnna, USB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Un75nu7100 75"" 4K LED Smart UHD TV",1200,9 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.43342E+11,Samsung,,ATSC,LED,75 in,2160p (4K),,NU7100,,UN75NU7100FXZA,"Wall Mountable, Flat Screen",HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insignia NS-39DF310NA21 24-inch Smart HD 720p TV With Built In Fire TV I NEW,289.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Insignia,BUILT IN FIRE TV,,HD,24 in,720p (HD),Black,NS-39DF310NA21,,SONY SAMSUNG LG,Built-in Speakers,HDMI,,A,,,,,NONE,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net'flix HDMI ULTRA HD 4K SAMSUNG LG Smart QLED,6.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Netflix",,QLED,43 in,2160p (4K),Red,SAMSUNG LG Smart QLED,,43un7000,"12V/240V TV, 2 Port USB Hub, Eco Mode",HDMI,,2 Stars,,,,,,,,,,,,,,,,,A+ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung T5500 108cm (43 Inch) Full HD LED Smart TV ,999,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Samsung,,,LED,43 in,Full HD LED Smart TV,,Samsung T5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisense 32-in. Smart 720p TV 32H41G (Latest Canada Model) ,349.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.88143E+11,Hisense,"Voice Interaction, Internet Browsing",SEE PACK,LCD,32 in,1080p (FHD),Black,Hisense H4G,,8684032,"Virtual Surround, Wi-Fi Enabled, Headphone Jack, Wall Mountable","Digital Audio Optical TOSLINK, USB, HDMI",1 Month,see pack,,,,No,see pack,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 55"" Class 4-Series 4K UHD HDR Smart Roku TV - 55S435",610.34,30-day returns,"['Good price for the size of tv. Easy to setup all the apps I already had. Great price an sound. Would definitely buy again. ', ""I never had a smart tv. It has so many apps. I didn't use it for the first 2 days. I was afraid of it. lol Then I had my son-in-law come and show me how to work it. Since then I have not stopped watching it. It's the best tv I have ever bought. I would recommend this tv to anyone. I am 66 and loving it!!!"", 'I feel the price was ok for the size TV 55inch but the resolution is not so good lacks speed but I really don’t care because I put it in my guest room but personally I would buy Sony for my room last for a long time and the resolution is amazing but the price is a lot more  definitely worth it when compared to TLC ', 'tv has very good picture, easy to set up', 'Excellent tv. You can watch free tv, or any show in the internet. Great quality.', 'I got everything I wanted in a New 55in. Television 📺! My Roku TV is Wonderful!', 'The quality is everything... Picture in UHD is by far better then HDR.. THEY SHOULD NOT BE IN THE SAME SENTENCE... ', 'Great T.V., really like it. Nice picture, sound is OK, easy to use!', 'I have had this TV for less than 2months and the picture is black. Worst purchase ever!', 'All PRO, no cons! Magnificent picture! Love it!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,8.46042E+11,TCL,"Voice Interaction, Downloadable Apps",,LED,55 in,2160p (4K),Black,TCL 55S435,,55S435,"Wall Mountable, HDR TV","Digital Audio Optical TOSLINK, USB, Composite Video RCA, HDMI, TV Anetnna",,,,,,,,8.46042E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
